fid,hilarriid,nididfull,nidid,otrstrctid,grand_id,dam_name,longitude,latitude,state,loc_flag,eha_cmplx,eha_ptid,pt_name,pt_lat,pt_lon,eia_ptid,fcdocket,nhdv2comid,nhdwbcomid,nhdwbflag,hylake_id,hylakeflag,lagoslkid,lagosflag,nhdhr_id,nhdhr_flag,huc_02,huc_12,ehadamflag,statusflag,ra2012_flag,pipestatus,ret_year,ar_rem_id,rem_year,dataset,atrbtnotes,loc_type,prjct_type,prjct_dtl,usgs_gage,gage_flag,sed_dsnum,NLA_2007,NLA_2012,NLA_2017,NLA_2022
"164","1590",AR00535,AR00535,NA,"1118",REMMEL,-92.89429,34.426683,AR,NA,hc1029,hc1029_p01,REMMEL,34.4272,-92.8939,"174",P-271,"15237620","15237526",NA,"113144",NA,"293295",NA,"120031869",NA,"08","080401010806",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-07359002,NA,"-9999",NLA06608-0436,NA,NA,NES22-10123
"165","1756",AR01319,AR01319,NA,"-9999",WHITE RIVER L AND D NO. 1,-91.6376,35.756964,AR,NA,hc1840,hc1840_p01,WHITE RIVER LOCK & DAM NO. 1,35.75667,-91.63667,"57160",P-4204,"11833620","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"11","110100040704",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,Was included in the 2012 ORNL NPD Resource Assessment.,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower retrofit of NPD,NA,NA,"-9999",NA,NA,NA,NA
"166","1757",AR01320,AR01320,NA,"-9999",WHITE RIVER LOCK & DAM NO. 2,-91.765736,35.744524,AR,NA,hc1863,hc1863_p01,WHITE RIVER LOCK & DAM NO. 2,35.74445,-91.76583,"57161",P-4660,"11833668","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"11","110100040606",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,Was included in the 2012 ORNL NPD Resource Assessment.,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower retrofit of NPD,USGS-07061000,NA,"-9999",NA,NA,NA,NA
"167","1789",AR01321,AR01321,NA,"-9999",WHITE RIVER LOCK & DAM NO. 3,-91.850124,35.843436,AR,NA,hc1862,hc1862_p01,WHITE RIVER LOCK & DAM NO. 3,35.84333,-91.85,"57162",P-4659,"11833552","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"11","110100040601",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,Was included in the 2012 ORNL NPD Resource Assessment.,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower retrofit of NPD,NA,NA,"-9999",NA,NA,NA,NA
"168","1785",AR01492,AR01492,NA,"-9999",LEE CREEK,-94.39458,35.48446,AR,NA,hc1889,hc1889_p01,LEE CREEK WATER TREATMENT FACILITY,35.4866,-94.4148,"54283",P-5251,"1543327","-9999",NA,"112918",NA,"390646",NA,{F53C90FD-0308-44AA-8108-C61504B4983B},NA,"11","111101040507",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-07250085,NA,"-9999",NA,NA,NA,NA
"169","1787",AR01499,AR01499,NA,"-9999",KULP LAKE,-94.11444,34.75778,AR,NA,NA,NA,NA,-9999,-9999,NA,NA,"7831678","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"11","111102060104",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"170","1932",AZ00021,AZ00021,NA,"623",CC CRAGIN,-111.1838,34.5544,AZ,NA,hc0199,hc0199_p01,C.C. CRAIGIN DAM AND POWERPLANT,34.5544,-111.1838,NA,NA,"21746001","21745307",NA,"1061488",NA,"454032",NA,"141875977",NA,"15","150200080311",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NLA06608-1129,NA,NA,NA
"171","1907",AZ10307,AZ10307,NA,"597",GLEN CANYON,-111.4842,36.9379,AZ,NA,hc0019,hc0019_p01,GLEN CANYON,36.9366141,-111.4838719,"153",NA,"3528927","3528295",NA,"802",Waterbody is not accurate.,"453081",NA,"120027977",Infrastructure matched to multiple waterbodies.,"14","140700061008",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,Hydrolakes volume is not accurate and Hydrolakes surface area is not accurate and GRanDv1.3 volume is not accurate and GRanDv1.3 surface area is not accurate,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"99901",NA,NA,NA,NA
"172","1939",AZ10309,AZ10309,NA,"616",DAVIS,-114.57,35.1959,AZ,NA,hc0011,hc0011_p01,DAVIS,35.19704427,-114.5706692,"152",NA,"21436859","120052757",NA,"9360",NA,"454163",NA,"124649984",NA,"15","150301010302",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-09423000,NA,"-9999",NA,NA,NA,NA
"173","1925",AZ10311,AZ10311,NA,"650",HORSE MESA,-111.3439,33.5906,AZ,NA,hc0110,hc0110_p01,HORSE MESA,33.59055182,-111.3439073,"145",NA,"20478168","20476538",NA,"113303",NA,"454753",NA,"139049847",NA,"15","150601060108",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Hybrid conventional/PSH,Hybrid conventional/PSH,NA,NA,"-9999",NLA06608-1602,NA,NA,NA
"174","1931",AZ10312,AZ10312,NA,"629",PARKER,-114.1392,34.2966,AZ,NA,hc0040,hc0040_p01,PARKER,34.2953344,-114.1402216,"447",NA,"21439479","120052758",NA,"9392",NA,"454129",NA,"124658283",NA,"15","150301040104",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,GRanDv1.3 dam height and NID2021 dam height includes significant underground portion and is not accurate. NID2021 max volume is not accurate.,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"175","1926",AZ10313,AZ10313,NA,"653",MORMON FLAT,-111.4429,33.5534,AZ,NA,hc0111,hc0111_p01,MORMON FLAT,33.55355982,-111.4428486,"148",NA,"20478284","20476556",NA,"113319",NA,"454729",NA,"139049895",NA,"15","150601060108",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Hybrid conventional/PSH,Hybrid conventional/PSH,NA,NA,"-9999",NA,NA,NA,NA
"176","1928",AZ10317,AZ10317,NA,"647",THEODORE ROOSEVELT,-111.1615,33.6715,AZ,NA,hc0116,hc0116_p01,ROOSEVELT,33.67136061,-111.1607649,"149",NA,"22439652","120052904",NA,"9422",NA,"454779",NA,"128551477",NA,"15","150601060102",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"60004",NA,NA,NA,NA
"177","1927",AZ10318,AZ10318,NA,"652",STEWART MOUNTAIN,-111.5359,33.5665,AZ,NA,hc0117,hc0117_p01,STEWART MOUNTAIN,33.56690922,-111.5346834,"150",NA,"20477272","20476542",NA,"113313",NA,"454700",NA,"139049819",NA,"15","150601060302",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-09502000,NA,"-9999",NLA06608-0834,NLA12_AZ-101,NLA17_AZ-10001,NA
"178","1930",AZ10437,AZ10437,NA,"-9999",HEADGATE ROCK,-114.2773,34.16854,AZ,NA,hc4114,hc4114_p01,HEADGATE ROCK,34.16878908,-114.2768217,"7179",NA,"9998222","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"15","150301040301",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"179","1929",AZ82929,AZ82929,NA,"7307",NEW WADDELL,-112.2663,33.8464,AZ,NA,hc0112,hc0112_p01,WADDELL,33.8464,-112.2663,"7164",NA,"20417280","20475378",NA,"9415",NA,"454987",NA,"141292783",NA,"15","150701020902",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Pumped storage,Pumped storage,NA,NA,"60001",NA,NA,NLA17_AZ-10100,NA
"180","2776",CA00035,CA00035,NA,"148",OROVILLE,-121.4834,39.5364,CA,NA,hc1231,hc1231_p01,EDWARD C HYATT,39.5388,-121.4855,"437",P-2100,"2778598","12076080",NA,"9208",NA,"475868",Infrastructure matched to multiple waterbodies.,"120027923",Infrastructure matched to multiple waterbodies.,"18","180201590202",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Hybrid conventional/PSH,Hybrid conventional/PSH,USGS-11396329,Upstream of spillway (captures power releases only),"-9999",NA,NA,NA,NA
"181","2773",CA00036,CA00036,NA,"-9999",THERMALITO DIVERSION,-121.5449,39.5288,CA,NA,hc1232,hc1232_p01,THERMALITO DIVERSON DAM,39.5288,-121.5449,"7129",P-2100,"7978087","7968001",NA,"-9999",NA,"475061",NA,"129660017",NA,"18","180201590202",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11406999,NA,"-9999",NA,NA,NA,NA
"182","2765",CA00041,CA00041,NA,"149",THERMALITO FOREBAY,-121.6012,39.5252,CA,NHDPlusV2,hc1233,hc1233_p01,THERMALITO,39.5252,-121.6012,"438",P-2100,"7968479","7968005",NA,"112273",NA,"474807",NA,"129660000",NA,"18","180201590201",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Hybrid conventional/PSH,Hybrid conventional/PSH,NA,NA,"-9999",NA,NA,NA,NA
"183","2766",CA00042,CA00042,NA,"152",THERMALITO AFTERBAY,-121.6871,39.4771,CA,NHDPlusV2,NA,NA,NA,-9999,-9999,NA,NA,"7972401","7968933",NA,"9215",NA,"474806",NA,"129660125",NA,"18","180201590201",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"184","2486",CA00049,CA00049,NA,"-9999",CEDAR SPRINGS,-117.3197,34.3041,CA,NHDPlusV2,hc1466,hc1466_p01,MOJAVE SIPHON,34.307676,-117.323289,"7072",P-14580,"22660067","22657961",NA,"113165",NA,"483244",NA,"37258775",NA,"18","180902080201",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-10260820,NA,"-9999",NA,NA,NA,NA
"185","2498",CA00052,CA00052,NA,"619",PYRAMID,-118.7645,34.6443,CA,NA,hc1465,hc1465_p02,CASTAIC,34.6443,-118.7643,"392",P-2426,"17569485","17568947",Multiple infrastructure features matched to this waterbody.,"113093",Multiple infrastructure features matched to this waterbody.,"482136",NA,"120025128",NA,"18","180701020509",Multiple power plants associated with this dam.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Hybrid conventional/PSH,Hybrid conventional/PSH,USGS-11109525,NA,"-9999",NA,NA,NA,NA
"186","2497",CA00052,CA00052,NA,"619",PYRAMID,-118.7645,34.6443,CA,NA,hc1465,hc1465_p01,ALAMO,34.81545,-118.685953,"905",P-14579,"17569485","17568947",Multiple infrastructure features matched to this waterbody.,"113093",Multiple infrastructure features matched to this waterbody.,"482136",NA,"120025128",NA,"18","180701020509",Multiple power plants associated with this dam.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11109525,NA,"-9999",NA,NA,NA,NA
"187","2849",CA00054,CA00054,NA,"643",PERRIS,-117.1978,33.8633,CA,NA,hc1930,hc1930_p01,PERRIS,33.833,-117.1745,"481",P-6056,"-9999","22532548",NA,"113247",NA,"482506",NA,"41208477",NA,"18","180702020305",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conduit at a dam,Conduit at a dam,USGS-11070270,NA,"-9999",NA,NA,NA,NA
"188","2580",CA00072,CA00072,NA,"-9999",BIG PINE CREEK,-118.4857,37.1245,CA,NA,hc4010,hc4010_p01,BIG PINE,37.12449841,-118.4852909,"391",NA,"20278039","20275711",NA,"-9999",NA,"482764",NA,"77317972",NA,"18","180901020709",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NLA17_CA-10072,NLA22_CA-10058
"189","2450",CA00075,CA00075,NA,"-9999",LOWER FRANKLIN,-118.412,34.0947,CA,NA,hc4011,hc4011_p01,FRANKLIN,34.095,-118.41,"397",NA,"-9999","20364639",NA,"-9999",NA,"482431",NA,"132735529",NA,"18","180701040300",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11103500,NA,"-9999",NA,NA,NA,NA
"190","2482",CA00076,CA00076,NA,"628",LOWER SAN FERNANDO,-118.4812,34.2853,CA,NA,hc4019,hc4019_p01,SAN FERNANDO,34.28534855,-118.4783027,"403",NA,"-9999","-9999",NA,"-9999",NA,"482062",NA,"27693270",NA,"18","180701050208",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"191","2495",CA00077,CA00077,NA,"-9999",DRINKWATER,-118.5234,34.5302,CA,NA,hc4103,hc4103_p02,SAN FRANCISQUITO 2,34.53027895,-118.5225303,"6480",NA,"-9999","17568971",NA,"-9999",NA,"482061",NA,"27115983",NA,"18","180701020402",Multiple power plants associated with this dam.,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"192","2496",CA00077,CA00077,NA,"-9999",DRINKWATER,-118.5234,34.5302,CA,NA,hc4103,hc4103_p01,SAN FRANCISQUITO 1,34.53027895,-118.5225303,"6479",NA,"-9999","17568971",NA,"-9999",NA,"482061",NA,"27115983",NA,"18","180701020402",Multiple power plants associated with this dam.,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"193","2529",CA00082,CA00082,NA,"607",HAIWEE,-117.9531,36.1376,CA,NA,hc4016,hc4016_p01,HAIWEE,36.13916908,-117.9564083,"398",NA,"-9999","20268205",NA,"112825",NA,"483107",NA,"79973071",NA,"18","180901030503",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"194","2451",CA00083,CA00083,NA,"638",STONE CANYON,-118.4551,34.1067,CA,NA,hc4112,hc4112_p01,SAWTELLE,34.10640468,-118.4536647,"7077",NA,"-9999","20364633",NA,"1061943",NA,"482430",NA,"132735514",NA,"18","180701040300",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"70005",NA,NA,NA,NA
"195","2629",CA00090,CA00090,NA,"566",LONG VALLEY,-118.7064,37.5872,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"20275211","20273047",NA,"9275",NA,"483168",NA,"77316302",NA,"18","180901020401",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NLA06608-1461,NA,NA,NES22-10194
"196","2925",CA00091,CA00091,NA,"-9999",WALKER LAKE,-119.1587,37.8775,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"20287336","20286966",NA,"1058509",NA,"483183",NA,"80457402",NA,"18","180901010303",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
